comment,label
tủ dùng rất tốt tiết kiệm điện hơn những máy cũ đã từng dùng hài lòng,0
xài rất êm ạ,0
quạt đẹp lắm gió mạnh giá vậy quá hợp lý ủng hộ lâu dài nha,0
máy đẹp nước ngon cảm ơn đmx,0
tiêu thụ điện năng cao vật liệu rẻ tiền công suất yếu có mùi khó chịu quá nóng khi sử dụng làm lạnh chậm rò rỉ nước dịch vụ bảo hành kém rất thất vọng rò rỉ nước máy lọc nước không đáng tiền máy lọc nước làm lạnh chậm rất thất vọng công suất yếu đóng tuyết nhanh ồn ào khó chịu quá nóng khi sử dụng,1
tủ lạnh đóng tuyết nhanh công suất yếu quạt quay kêu to rất thất vọng quạt quay kêu to tiêu thụ điện năng cao quá nóng khi sử dụng quạt quay kêu to không đáng tiền công suất yếu có mùi khó chịu chất lượng quá tệ không đáng tiền dịch vụ bảo hành kém hỏng sau vài ngày tủ lạnh quạt quay kêu to không đáng tiền quạt quay kêu to không đáng tiền dịch vụ bảo hành kém có mùi khó chịu chất lượng quá tệ có mùi khó chịu,1
vật liệu rẻ tiền gây tiếng ồn lớn không hoạt động ổn định có mùi khó chịu ồn ào khó chịu làm lạnh chậm không đáng tiền gây tiếng ồn lớn làm mát yếu làm mát yếu hỏng sau vài ngày làm lạnh chậm thiết kế quá xấu không hoạt động ổn định hỏng sau vài ngày chất lượng quá tệ vật liệu rẻ tiền thiết kế quá xấu không hoạt động ổn định hỏng sau vài ngày máy lạnh ồn ào khó chịu,1
tốt và sài êm lắm,0
thiết kế quá xấu thiết kế quá xấu chất lượng quá tệ vật liệu rẻ tiền thiết kế quá xấu vật liệu rẻ tiền máy lọc nước làm lạnh chậm quá nóng khi sử dụng ồn ào khó chịu tiêu thụ điện năng cao quá nóng khi sử dụng thiết kế quá xấu công suất yếu không hoạt động ổn định làm lạnh chậm hỏng sau vài ngày có mùi khó chịu dịch vụ bảo hành kém dịch vụ bảo hành kém quạt quay kêu to không làm việc đúng tiêu thụ điện năng cao làm mát yếu có mùi khó chịu dịch vụ bảo hành kém,1
vật liệu rẻ tiền tiêu thụ điện năng cao không hoạt động ổn định hỏng sau vài ngày không hoạt động ổn định,1
tủ hđ êm bthg tủ bảo quản thực phẩm tốt làm đá nhanh tiết kiệm điện,0
cắm điện vào chạy thử kêu tiếng rè rè to qua ban đêm nằm chắc nghe to lắm không biết chạy xíu có hết k,0
nhân viên giao hàng lắp đặt vui vẻ sản phẩm nhận được dùng rất ổn lúc nhận sản phẩm thì mặt kính có mẻ phần nhỏ có thể là do lúc vận chuyển ạ,0
đọc đánh giá ròi tham khảo trên tiktok nhiều lắm mới chọn em này ai nói gì nói cảm nhận sau ngày xài chạy rất êm bật tiết kiệm điện lên bật mỗi tối giờ chưa được kí điện nửa máy lạnh dịu không khó chịu mát nhanh nửa bật độ tiết kiệm bật thêm quạt gió mức nhỏ nhất lạnh quéo càng thợ lắp đặt củn rất vui vẻ kĩ càng điểm nha,0
mình mới lắp đặt hôm qua và nay đã sử dụng nước bình thường dòng máy khá chất lượng so với giá cả khả năng làm nóng và lạnh của máy rất cao khi mở vòi nước hay khóa thì dòng nước chảy hay dừng khá nhanh trong một cái chớp mắt vì là loại ro nên khi dùng thì thấy nước lúc đầu có bọt khí y như bụi v đó còn về chất lượng nước mình thấy khá ok dù sao đây cũng là dòng máy lọc thải,0
quay hơi kêu,0
làm mát yếu công suất yếu thiết kế quá xấu gây tiếng ồn lớn hỏng sau vài ngày thiết kế quá xấu,1
sản phẩm xài tốt,0
máy thiêt kế đẹp trước mắt chạy ổn còn sau này chưa biết,0
đóng tuyết nhanh làm lạnh chậm quạt quay kêu to không hoạt động ổn định thiết kế quá xấu quạt quay kêu to rò rỉ nước quạt quay kêu to không đáng tiền không đáng tiền rò rỉ nước hỏng sau vài ngày thiết kế quá xấu đóng tuyết nhanh dịch vụ bảo hành kém hỏng sau vài ngày có mùi khó chịu làm lạnh chậm vật liệu rẻ tiền dịch vụ bảo hành kém không làm việc đúng tiêu thụ điện năng cao máy lạnh quá nóng khi sử dụng tiêu thụ điện năng cao gây tiếng ồn lớn,1
mở cửa hàng mới nên đầu tư mua luôn máy lọc nước nóng lạnh mới nhất của kangaroo để mình và khách hàng đều sử dụng luôn rất khen cho cái máy,0
quạt chạy êm mạnh nhưng mà khúc giữa của công tắc nối với chân hơi yếu,0
sản phẩm tốt chạy êm ái nhân viên giao hàng láp ráp tận tình chu đáo hài lòng sản phẩm,0
ồn ào khó chịu đóng tuyết nhanh công suất yếu công suất yếu đóng tuyết nhanh quạt quay kêu to quạt quay kêu to gây tiếng ồn lớn làm mát yếu không làm việc đúng,1
máy sử dụng ổn,0
sản phẩm tốt chạy êm tủ mát hoạt động tốt,0
dùng okk,0
không làm việc đúng không làm việc đúng hỏng sau vài ngày không làm việc đúng không hoạt động ổn định vật liệu rẻ tiền làm lạnh chậm chất lượng quá tệ ồn ào khó chịu đóng tuyết nhanh không đáng tiền tiêu thụ điện năng cao có mùi khó chịu không đáng tiền rò rỉ nước vật liệu rẻ tiền gây tiếng ồn lớn có mùi khó chịu rất thất vọng gây tiếng ồn lớn rò rỉ nước quạt mát rò rỉ nước vật liệu rẻ tiền làm mát yếu gây tiếng ồn lớn,1
tốt lắm ah,0
quạt quay kêu to rất thất vọng có mùi khó chịu đóng tuyết nhanh quạt quay kêu to không làm việc đúng dịch vụ bảo hành kém vật liệu rẻ tiền dịch vụ bảo hành kém,1
nhanh tốt đẹp bền,0
tủ tốt dùng ok,0
dịch vụ bảo hành kém đóng tuyết nhanh không hoạt động ổn định làm lạnh chậm thiết kế quá xấu quá nóng khi sử dụng đóng tuyết nhanh không đáng tiền ồn ào khó chịu quá nóng khi sử dụng máy lọc nước làm mát yếu gây tiếng ồn lớn gây tiếng ồn lớn làm mát yếu,1
quạt mạnh ok,0
tốt chất lượng,0
sản phẩm dùng được,0
quạt chạy êm re,0
hỏng sau vài ngày quá nóng khi sử dụng không làm việc đúng gây tiếng ồn lớn dịch vụ bảo hành kém dịch vụ bảo hành kém hỏng sau vài ngày đóng tuyết nhanh không hoạt động ổn định không hoạt động ổn định vật liệu rẻ tiền không đáng tiền làm mát yếu quá nóng khi sử dụng làm mát yếu dịch vụ bảo hành kém không hoạt động ổn định có mùi khó chịu ồn ào khó chịu có mùi khó chịu quạt mát đóng tuyết nhanh thiết kế quá xấu quá nóng khi sử dụng công suất yếu quạt quay kêu to quá nóng khi sử dụng không đáng tiền làm mát yếu gây tiếng ồn lớn,1
quạt chạy ồn quá,0
dịch vụ bảo hành kém chất lượng quá tệ gây tiếng ồn lớn không đáng tiền không làm việc đúng tiêu thụ điện năng cao rò rỉ nước có mùi khó chịu hỏng sau vài ngày làm lạnh chậm làm lạnh chậm ồn ào khó chịu công suất yếu tủ lạnh vật liệu rẻ tiền,1
máy dùng tốt khả năng đông đá nhanh nhưng hoạt động còn hơi ồn,0
gây tiếng ồn lớn rò rỉ nước chất lượng quá tệ quạt quay kêu to máy lọc nước ồn ào khó chịu tiêu thụ điện năng cao máy lọc nước không đáng tiền thiết kế quá xấu đóng tuyết nhanh làm mát yếu không hoạt động ổn định không hoạt động ổn định rò rỉ nước vật liệu rẻ tiền thiết kế quá xấu đóng tuyết nhanh không hoạt động ổn định tiêu thụ điện năng cao không hoạt động ổn định làm mát yếu làm mát yếu đóng tuyết nhanh,1
dùng mấy tháng rất ok,0
quá nóng khi sử dụng thiết kế quá xấu công suất yếu tủ lạnh thiết kế quá xấu làm lạnh chậm quá nóng khi sử dụng thiết kế quá xấu,1
dịch vụ bảo hành kém không đáng tiền dịch vụ bảo hành kém rất thất vọng có mùi khó chịu không hoạt động ổn định gây tiếng ồn lớn dịch vụ bảo hành kém rò rỉ nước vật liệu rẻ tiền gây tiếng ồn lớn làm lạnh chậm gây tiếng ồn lớn không làm việc đúng hỏng sau vài ngày không đáng tiền ồn ào khó chịu công suất yếu không hoạt động ổn định làm lạnh chậm vật liệu rẻ tiền làm mát yếu hỏng sau vài ngày đóng tuyết nhanh chất lượng quá tệ,1
hàng ok giao nhanh hướng dẫn nhiệt tình,0
hoạt động bình thường tốt mới mua về cũng chưa biết được nhiều,0
quạt chạy êm mạnh màu trắng đẹp,0
dịch vụ bảo hành kém không đáng tiền không đáng tiền rất thất vọng máy lọc nước quá nóng khi sử dụng gây tiếng ồn lớn ồn ào khó chịu tiêu thụ điện năng cao rất thất vọng công suất yếu không đáng tiền máy lọc nước có mùi khó chịu có mùi khó chịu quạt quay kêu to không hoạt động ổn định tiêu thụ điện năng cao chất lượng quá tệ,1
quá nóng khi sử dụng gây tiếng ồn lớn công suất yếu quạt quay kêu to không hoạt động ổn định quạt quay kêu to tiêu thụ điện năng cao quạt mát quạt quay kêu to công suất yếu có mùi khó chịu dịch vụ bảo hành kém tiêu thụ điện năng cao không đáng tiền không đáng tiền dịch vụ bảo hành kém quạt quay kêu to quá nóng khi sử dụng ồn ào khó chịu,1
hỏng sau vài ngày tiêu thụ điện năng cao dịch vụ bảo hành kém máy lọc nước ồn ào khó chịu không làm việc đúng không làm việc đúng đóng tuyết nhanh làm mát yếu thiết kế quá xấu không đáng tiền có mùi khó chịu máy lọc nước rò rỉ nước ồn ào khó chịu vật liệu rẻ tiền có mùi khó chịu gây tiếng ồn lớn ồn ào khó chịu thiết kế quá xấu gây tiếng ồn lớn dịch vụ bảo hành kém dịch vụ bảo hành kém đóng tuyết nhanh tiêu thụ điện năng cao không hoạt động ổn định,1
quạt mát êm nhiều chế độ đk từ xa tiện lợi,0
quá nóng khi sử dụng vật liệu rẻ tiền rò rỉ nước đóng tuyết nhanh hỏng sau vài ngày vật liệu rẻ tiền công suất yếu có mùi khó chịu công suất yếu hỏng sau vài ngày thiết kế quá xấu chất lượng quá tệ,1
ồn ào khó chịu máy lạnh quá nóng khi sử dụng tiêu thụ điện năng cao rò rỉ nước đóng tuyết nhanh không đáng tiền rò rỉ nước tiêu thụ điện năng cao công suất yếu chất lượng quá tệ rò rỉ nước tiêu thụ điện năng cao có mùi khó chịu làm mát yếu máy lạnh thiết kế quá xấu có mùi khó chịu làm lạnh chậm gây tiếng ồn lớn làm lạnh chậm quạt quay kêu to quạt quay kêu to dịch vụ bảo hành kém không làm việc đúng thiết kế quá xấu dịch vụ bảo hành kém làm mát yếu công suất yếu,1
khử mùi không tốt đồ ăn bỏ trong tủ lấy ra nấu hôi mùi tủ lạnh không ăn nổi,0
san pham ok tốt,0
quạt dùng rất ok cảm ơn các bạn,0
mua đề là tặng mình ống đồng mà lắp có mình trong khi tối thiểu là mình cần lời giải thích với mình còn lại với lại giờ tôi cần dời vị trí thì mình còn lại này tính sao,0
vật liệu rẻ tiền chất lượng quá tệ quá nóng khi sử dụng không làm việc đúng dịch vụ bảo hành kém không đáng tiền vật liệu rẻ tiền không hoạt động ổn định,1
sản phẩm gần như mới sử dụng rất tốt rất đáng tiền,0
sp ổn,0
sp sài rất ok ng tư vấn và ng gáp rất ok,0
máy lạnh gây tiếng ồn lớn vật liệu rẻ tiền gây tiếng ồn lớn gây tiếng ồn lớn không hoạt động ổn định hỏng sau vài ngày không làm việc đúng đóng tuyết nhanh quạt quay kêu to máy lạnh thiết kế quá xấu đóng tuyết nhanh không đáng tiền rò rỉ nước rất thất vọng công suất yếu ồn ào khó chịu công suất yếu làm lạnh chậm quạt quay kêu to hỏng sau vài ngày không đáng tiền tiêu thụ điện năng cao không đáng tiền gây tiếng ồn lớn đóng tuyết nhanh quạt quay kêu to rò rỉ nước thiết kế quá xấu,1
vật liệu rẻ tiền dịch vụ bảo hành kém tiêu thụ điện năng cao dịch vụ bảo hành kém rò rỉ nước rất thất vọng không làm việc đúng làm mát yếu dịch vụ bảo hành kém máy lạnh máy lạnh làm mát yếu ồn ào khó chịu không đáng tiền làm mát yếu không làm việc đúng không làm việc đúng chất lượng quá tệ rò rỉ nước tiêu thụ điện năng cao làm lạnh chậm,1
công suất yếu có mùi khó chịu rò rỉ nước vật liệu rẻ tiền quạt quay kêu to hỏng sau vài ngày rò rỉ nước quá nóng khi sử dụng không đáng tiền,1
hỏng sau vài ngày hỏng sau vài ngày dịch vụ bảo hành kém chất lượng quá tệ quạt quay kêu to không hoạt động ổn định đóng tuyết nhanh,1
tốt rất mạnh,0
máy rất tốt,0
máy mới lắp mà vẫn nghe ồn ở dàn,0
màu đẹp dễ lắp ráp quạt thổi mạnh mát lắm,0
nhân viên tư vấn để bán hạng chạy đủ kpi tủ lạnh chạy rất ồn,0
mới nhận tủ lạnh hồi sáng nhân viên nhiệt tình tủ làm mau lạnh tuy hai bên hỏng tủ thấy nóng quá để xem vài ngày sau sao mới biết,0
tôi bị vỡ cánh quạt bên điện máy xanh có bán cánh quạt thay thế không ạ,1
giá bán đmx quá cao so với thị trường bên ngoài mua xong mới vô tình hỏi ở ngoài thị trường có không biết là hệ thống lớn thì thường cao hơn bên ngoài chút nhưng cao hơn không thì quá nhiều không có lần sau,1
có thể tư vấn mình thay lõi lọc nước không,0
dịch vụ bảo hành kém không đáng tiền quá nóng khi sử dụng máy lạnh không hoạt động ổn định dịch vụ bảo hành kém tiêu thụ điện năng cao,1
cánh quạt quay khá êm tùy theo cấp độ gió nhưng sao mình nghe thấy tiếng ù ù ta không biết có phải do lỗi hay cái nào cũng thế lúc đầu tưởng nghe nhầm tắt quạt thì hết nhờ các bác chỉ giáo giúp,1
thiết kế quá xấu có mùi khó chịu công suất yếu đóng tuyết nhanh hỏng sau vài ngày đóng tuyết nhanh quạt quay kêu to máy lạnh quá nóng khi sử dụng làm lạnh chậm rất thất vọng vật liệu rẻ tiền không đáng tiền đóng tuyết nhanh làm mát yếu công suất yếu thiết kế quá xấu quá nóng khi sử dụng chất lượng quá tệ hỏng sau vài ngày có mùi khó chịu thiết kế quá xấu máy lạnh ồn ào khó chịu không làm việc đúng thiết kế quá xấu rò rỉ nước rò rỉ nước,1
tủ lạnh giao giờ ngày giờ ghim điện ngày bỏ rau vô rau chín hư hết ngăn đông thì đóng tuyết hai bên tủ bên ngoài thì rất nóng được cái là tủ lạnh hoạt động êm không phát ra tiếng ồn,1
rò rỉ nước dịch vụ bảo hành kém quạt quay kêu to không làm việc đúng làm lạnh chậm quá nóng khi sử dụng làm mát yếu chất lượng quá tệ thiết kế quá xấu thiết kế quá xấu rò rỉ nước rò rỉ nước làm mát yếu rất thất vọng công suất yếu,1
rò rỉ nước công suất yếu không hoạt động ổn định hỏng sau vài ngày làm lạnh chậm,1
gây tiếng ồn lớn có mùi khó chịu đóng tuyết nhanh đóng tuyết nhanh không hoạt động ổn định gây tiếng ồn lớn không hoạt động ổn định có mùi khó chịu làm mát yếu chất lượng quá tệ máy lọc nước công suất yếu không hoạt động ổn định làm lạnh chậm dịch vụ bảo hành kém công suất yếu ồn ào khó chịu thiết kế quá xấu làm mát yếu có mùi khó chịu làm mát yếu rất thất vọng,1
công suất yếu không hoạt động ổn định quạt quay kêu to có mùi khó chịu rò rỉ nước máy lạnh máy lạnh thiết kế quá xấu không hoạt động ổn định công suất yếu rất thất vọng đóng tuyết nhanh đóng tuyết nhanh quạt quay kêu to máy lạnh không làm việc đúng hỏng sau vài ngày hỏng sau vài ngày rò rỉ nước hỏng sau vài ngày đóng tuyết nhanh có mùi khó chịu rất thất vọng,1
sản phẩm tốt nước uống ngon,0
quá tệ mua ở điện máy xanh mua được tháng máy lạnh cục nóng không hoạt động cục lạnh thổi ra gió cho người xuống tưởng gì ai ngờ cũng vậy không đổi cho ngta cái mới làm ăn lâu lắc dell mua ở đây nữa mọi người can thận nhé,1
làm lạnh chậm có mùi khó chịu quạt quay kêu to vật liệu rẻ tiền thiết kế quá xấu vật liệu rẻ tiền thiết kế quá xấu thiết kế quá xấu thiết kế quá xấu quá nóng khi sử dụng ồn ào khó chịu hỏng sau vài ngày đóng tuyết nhanh gây tiếng ồn lớn dịch vụ bảo hành kém tiêu thụ điện năng cao rất thất vọng quạt quay kêu to thiết kế quá xấu chất lượng quá tệ hỏng sau vài ngày làm mát yếu gây tiếng ồn lớn vật liệu rẻ tiền không hoạt động ổn định thiết kế quá xấu,1
máy chạy êm làm lạnh nhanh ban đầu mới lắp chưa ổn định nên ồn và chưa lạnh nhưng sau đêm là máy chạy ổn lại chứ không phải kêu to như mọi người đánh giá mọi người nên chờ đợi ngày để máy vào guồng hoạt động,1
máy chạy êm nước nóng lạnh vừa đủ dùng không lanh buốt cũng không nóng quá già nhưng dùng vẫn ổn nút lấy nước khá tiện nhà mình có em bé nên dùng thấy hợp lý,0
gây tiếng ồn lớn vật liệu rẻ tiền đóng tuyết nhanh hỏng sau vài ngày dịch vụ bảo hành kém không đáng tiền làm mát yếu vật liệu rẻ tiền quạt quay kêu to không đáng tiền rò rỉ nước chất lượng quá tệ thiết kế quá xấu ồn ào khó chịu ồn ào khó chịu công suất yếu tiêu thụ điện năng cao hỏng sau vài ngày không đáng tiền làm lạnh chậm công suất yếu,1
nhân viên thân thiện,0
tủ lạnh tủ lạnh hỏng sau vài ngày không làm việc đúng rò rỉ nước quá nóng khi sử dụng có mùi khó chịu tủ lạnh ồn ào khó chịu thiết kế quá xấu rất thất vọng tủ lạnh vật liệu rẻ tiền tủ lạnh rất thất vọng vật liệu rẻ tiền,1
máy xài tốt êm tiện lợi nóng lạnh rất thuộc tiện cho việc pha sữa,0
gia đình tôi sau thời gian sử dụng thấy rất tốt nước ngon và tiện lợi,0
tủ lạnh bị chảy nuoc chỗ lấy nuic,0
công suất yếu có mùi khó chịu thiết kế quá xấu không hoạt động ổn định hỏng sau vài ngày làm lạnh chậm máy lạnh dịch vụ bảo hành kém gây tiếng ồn lớn hỏng sau vài ngày ồn ào khó chịu quạt quay kêu to không hoạt động ổn định hỏng sau vài ngày dịch vụ bảo hành kém dịch vụ bảo hành kém công suất yếu đóng tuyết nhanh không hoạt động ổn định không hoạt động ổn định đóng tuyết nhanh hỏng sau vài ngày chất lượng quá tệ chất lượng quá tệ,1
em mới mua máy này hơn nữa tháng giờ muốn đổi từ hp thành hp làm sao ạ,0
bi nh thường,0
máy mình mới mua về dùng ổn còn về lâu dài thì phải theo dõi thêm xem chất lượng như thế nào phần nước nóng nếu lấy liên tục thì không còn nóng như ban đầu nữa,1
dịch vụ bảo hành kém làm lạnh chậm thiết kế quá xấu máy lạnh thiết kế quá xấu không đáng tiền rò rỉ nước,1
dùng thích nhé mọi người nên mua,0
tủ lạnh không đáng tiền gây tiếng ồn lớn đóng tuyết nhanh tiêu thụ điện năng cao dịch vụ bảo hành kém không làm việc đúng thiết kế quá xấu không đáng tiền chất lượng quá tệ tủ lạnh đóng tuyết nhanh không hoạt động ổn định dịch vụ bảo hành kém quá nóng khi sử dụng không làm việc đúng làm lạnh chậm gây tiếng ồn lớn công suất yếu vật liệu rẻ tiền đóng tuyết nhanh làm mát yếu quá nóng khi sử dụng không làm việc đúng không làm việc đúng rất thất vọng hỏng sau vài ngày chất lượng quá tệ,1
sử dụng tốt thời gian sau mới biết đc,0
gây tiếng ồn lớn đóng tuyết nhanh hỏng sau vài ngày máy lọc nước vật liệu rẻ tiền rất thất vọng đóng tuyết nhanh không đáng tiền quá nóng khi sử dụng ồn ào khó chịu quạt quay kêu to gây tiếng ồn lớn chất lượng quá tệ gây tiếng ồn lớn có mùi khó chịu rất thất vọng thiết kế quá xấu máy lọc nước công suất yếu,1
làm mát yếu làm mát yếu chất lượng quá tệ quạt quay kêu to đóng tuyết nhanh công suất yếu làm mát yếu làm mát yếu không đáng tiền đóng tuyết nhanh rò rỉ nước làm mát yếu vật liệu rẻ tiền,1
đẹp nhiều tính năng làm đá viên tiện lợi,0
chất lượng quá tệ có mùi khó chịu máy lạnh không hoạt động ổn định không hoạt động ổn định quạt quay kêu to làm mát yếu ồn ào khó chịu không làm việc đúng tiêu thụ điện năng cao gây tiếng ồn lớn máy lạnh gây tiếng ồn lớn làm mát yếu làm mát yếu thiết kế quá xấu,1
sản phâ mình sử dụng tốt,0
rò rỉ nước dịch vụ bảo hành kém tủ lạnh không hoạt động ổn định vật liệu rẻ tiền ồn ào khó chịu rất thất vọng làm mát yếu ồn ào khó chịu hỏng sau vài ngày đóng tuyết nhanh đóng tuyết nhanh không làm việc đúng không làm việc đúng hỏng sau vài ngày không đáng tiền làm lạnh chậm,1
rò rỉ nước thiết kế quá xấu quạt mát không đáng tiền gây tiếng ồn lớn quạt mát không hoạt động ổn định rò rỉ nước quá nóng khi sử dụng làm lạnh chậm có mùi khó chịu làm mát yếu làm mát yếu có mùi khó chịu tiêu thụ điện năng cao tiêu thụ điện năng cao rò rỉ nước quá nóng khi sử dụng không đáng tiền chất lượng quá tệ làm mát yếu không hoạt động ổn định có mùi khó chịu quạt quay kêu to tiêu thụ điện năng cao,1
vật liệu rẻ tiền dịch vụ bảo hành kém ồn ào khó chịu không đáng tiền tiêu thụ điện năng cao có mùi khó chịu đóng tuyết nhanh tủ lạnh,1
quạt chạy êm rất oke,0
quạt có mùi hôi quá nằm quạt nghe mùi nhựa không à,0
không hoạt động ổn định rò rỉ nước chất lượng quá tệ có mùi khó chịu vật liệu rẻ tiền dịch vụ bảo hành kém đóng tuyết nhanh gây tiếng ồn lớn tiêu thụ điện năng cao thiết kế quá xấu chất lượng quá tệ không đáng tiền quạt quay kêu to có mùi khó chịu đóng tuyết nhanh không đáng tiền quá nóng khi sử dụng không làm việc đúng quạt quay kêu to có mùi khó chịu làm mát yếu đóng tuyết nhanh không làm việc đúng dịch vụ bảo hành kém làm mát yếu,1
không làm việc đúng rất thất vọng rất thất vọng vật liệu rẻ tiền vật liệu rẻ tiền chất lượng quá tệ công suất yếu gây tiếng ồn lớn rất thất vọng thiết kế quá xấu quá nóng khi sử dụng hỏng sau vài ngày,1
thiết kế quá xấu quạt mát không làm việc đúng làm mát yếu quạt mát,1
quạt rất mát mẫu mã đẹp giao hàng nhanh,0
sp tốt chạy khá êm giao hàng lắp đặt nhiệt tình,0
nhân viên bán hàng vui vẻ nhanh gọn,0
tủ nhanh lạnh thực phẩm được giữ tươi lâu hơn tủ chạy êm không ồn lắm,0
quạt mát dịch vụ bảo hành kém thiết kế quá xấu không làm việc đúng đóng tuyết nhanh công suất yếu thiết kế quá xấu có mùi khó chịu làm mát yếu không hoạt động ổn định công suất yếu rò rỉ nước làm lạnh chậm không đáng tiền hỏng sau vài ngày không làm việc đúng rất thất vọng vật liệu rẻ tiền làm lạnh chậm tiêu thụ điện năng cao tiêu thụ điện năng cao công suất yếu không hoạt động ổn định chất lượng quá tệ dịch vụ bảo hành kém làm mát yếu quạt mát,1
ồn ào khó chịu hỏng sau vài ngày chất lượng quá tệ công suất yếu không làm việc đúng không đáng tiền rất thất vọng công suất yếu hỏng sau vài ngày gây tiếng ồn lớn làm mát yếu làm lạnh chậm không hoạt động ổn định đóng tuyết nhanh công suất yếu có mùi khó chịu chất lượng quá tệ,1
tôi mới mua cái nhìn chung quạt chắc chắn gió mát chạy êm đánh giá nếu thời gian dài hoạt động ổn định nữa thì,0
rất thất vọng đóng tuyết nhanh làm lạnh chậm ồn ào khó chịu không làm việc đúng ồn ào khó chịu chất lượng quá tệ vật liệu rẻ tiền,1
không đáng tiền có mùi khó chịu máy lọc nước đóng tuyết nhanh làm mát yếu công suất yếu làm lạnh chậm gây tiếng ồn lớn thiết kế quá xấu chất lượng quá tệ gây tiếng ồn lớn vật liệu rẻ tiền không làm việc đúng,1
máy chạy êm mát điều khiển từ xa thuận tiện,0
quạt chạy êm mát phù hợp diện tích làm mát nhỏ,0
ok tuyệt,0
công suất yếu máy lạnh không đáng tiền vật liệu rẻ tiền làm mát yếu có mùi khó chịu rò rỉ nước không đáng tiền máy lạnh không làm việc đúng dịch vụ bảo hành kém công suất yếu làm mát yếu làm mát yếu chất lượng quá tệ thiết kế quá xấu quạt quay kêu to vật liệu rẻ tiền chất lượng quá tệ làm lạnh chậm không làm việc đúng máy lạnh,1
tốt rẻ ngon hợp lý,0
mua về mở được phút là kêu rè rè,0
có mùi khó chịu đóng tuyết nhanh làm lạnh chậm đóng tuyết nhanh làm lạnh chậm gây tiếng ồn lớn rò rỉ nước làm lạnh chậm dịch vụ bảo hành kém quá nóng khi sử dụng rò rỉ nước làm lạnh chậm gây tiếng ồn lớn làm lạnh chậm công suất yếu ồn ào khó chịu quạt quay kêu to công suất yếu làm mát yếu không làm việc đúng tiêu thụ điện năng cao vật liệu rẻ tiền rất thất vọng thiết kế quá xấu hỏng sau vài ngày gây tiếng ồn lớn,1
đóng tuyết nhanh vật liệu rẻ tiền quạt quay kêu to hỏng sau vài ngày thiết kế quá xấu ồn ào khó chịu rò rỉ nước thiết kế quá xấu gây tiếng ồn lớn ồn ào khó chịu tủ lạnh công suất yếu,1
ồn ào khó chịu dịch vụ bảo hành kém quá nóng khi sử dụng công suất yếu làm lạnh chậm chất lượng quá tệ,1
không đáng tiền quạt quay kêu to tiêu thụ điện năng cao rò rỉ nước tiêu thụ điện năng cao quá nóng khi sử dụng có mùi khó chịu công suất yếu,1
đóng tuyết nhanh quá nóng khi sử dụng không đáng tiền có mùi khó chịu vật liệu rẻ tiền rất thất vọng rất thất vọng công suất yếu quạt quay kêu to gây tiếng ồn lớn vật liệu rẻ tiền thiết kế quá xấu chất lượng quá tệ rất thất vọng đóng tuyết nhanh thiết kế quá xấu dịch vụ bảo hành kém làm lạnh chậm không làm việc đúng quạt mát làm lạnh chậm quạt quay kêu to hỏng sau vài ngày quạt mát không làm việc đúng thiết kế quá xấu,1
các b rất nhiệt tình từ lắp đến hỏi còn điểm km có muốn trừ k,0
dùng rất tốt và làm đá nhanh tôi rất thích,0
mình rất ưng ý,0
quạt kêu rất to gọi tổng đàu thì kêu mang ra điện máy xanh để nhân viên kiểm tra rất phiền phức,0
kiểu dáng nhỏ gọn gia đình tôi rất thích,0
tủ rộng hoạt động tốt,0
tủ to rộng rãi làm đá nhanh,0
sản phẩm tốt nước trong sạch,0
sản phẩm dùng thuận tiện,0
công suất yếu vật liệu rẻ tiền gây tiếng ồn lớn rò rỉ nước rất thất vọng rò rỉ nước đóng tuyết nhanh dịch vụ bảo hành kém làm lạnh chậm quạt quay kêu to rò rỉ nước đóng tuyết nhanh thiết kế quá xấu đóng tuyết nhanh tiêu thụ điện năng cao rất thất vọng quạt mát dịch vụ bảo hành kém chất lượng quá tệ rất thất vọng không hoạt động ổn định rất thất vọng,1
đang chờ thử,0
tủ lạnh chạy êm làm đá tự động hơi chậm bình chứa nước to hơn l nước bền thì thời gian sau mới biết,0
làm mát yếu không đáng tiền đóng tuyết nhanh rất thất vọng quá nóng khi sử dụng công suất yếu thiết kế quá xấu rò rỉ nước thiết kế quá xấu tủ lạnh có mùi khó chịu thiết kế quá xấu dịch vụ bảo hành kém ồn ào khó chịu rất thất vọng vật liệu rẻ tiền quạt quay kêu to,1
tư vấn nhiệt tình giao hàng nhanh sản phẩm rất tốt,0
đẹp tốt,0
rất tốt và hài lòng,0
sản phẩm tốt nhân viên nhiệt tình hướng dẫn sử dụng,0
làm lạnh chậm có mùi khó chịu không hoạt động ổn định không làm việc đúng hỏng sau vài ngày không làm việc đúng hỏng sau vài ngày rất thất vọng công suất yếu không hoạt động ổn định gây tiếng ồn lớn không đáng tiền không làm việc đúng,1
sp chất lượng tốt,0
nước lúc đầu nhìn có mầu nên sau khi nước trong uống vẫn cảm thấy không an tâm,1
vài tiếng không hề lấy nước mà máy vẫn chạy lại lại còn rất ồn là thế nào ạ,1
hàng oke đấy đẹp sang trọng phù hợp với quan chức thượng lưu,0
thiết kế gọn vận hành êm ái quạt xài êm không kêu nhiều điều khiển từ xa tiện lợi dễ sử dụng,1
hiện tại thấy ổn thích,0
